"age","ehpw","hpw","hsleep","gpa","imp","gender","job","type","marital.status"
25,20,8,8,30.27,"3","female","empl","par-time","married"
20,21,17,6.57,52.04,"2","male","unempl","full-time","single"
25,22,12,7.14,37.47,"2","female","empl","par-time","single"
24,28,21,5,50.27,"5","male","unempl","full-time","single"
29,14,13,8.14,55.06,"2","female","unempl","par-time","divorced"
18,20,21,6.14,68.92,"3","male","unempl","full-time","single"
19,24,10,7.14,29.83,"5","female","empl","par-time","single"
22,17,20,6.71,68.98,"1","male","unempl","full-time","single"
22,21,17,6.57,60.54,"3","male","unempl","full-time","single"
23,24,16,6.29,39.24,"3","male","empl","par-time","single"
19,16,13,7.86,47.65,"4","female","empl","par-time","single"
21,21,9,7.71,29.48,"2","female","empl","par-time","single"
23,22,15,6.71,43.32,"5","male","empl","par-time","single"
22,19,18,6.71,59.31,"2","male","unempl","full-time","single"
21,21,12,7.29,43.77,"4","female","empl","par-time","single"
25,22,16,6.57,44.18,"4","male","empl","par-time","single"
30,21,14,7,42.44,"2","female","empl","par-time","divorced"
22,12,13,8.43,54,"3","female","unempl","par-time","single"
20,18,23,6.14,80.67,"5","male","unempl","full-time","single"
20,17,9,8.29,30.22,"4","female","empl","par-time","single"
24,20,15,7,50.72,"1","male","unempl","full-time","single"
21,15,11,8.29,36.02,"1","female","empl","par-time","single"
26,26,13,6.43,35.34,"1","female","empl","par-time","divorced"
21,17,16,7.29,61.65,"4","male","unempl","full-time","single"
19,17,13,7.71,42.96,"2","female","empl","par-time","single"
22,18,10,8,39.66,"3","female","empl","par-time","single"
24,17,16,7.29,63.68,"5","male","unempl","full-time","single"
21,24,14,6.57,42.2,"5","female","empl","par-time","single"
20,20,19,6.43,60.27,"3","male","unempl","full-time","single"
24,23,7,7.71,22.61,"3","female","empl","par-time","married"
23,22,26,5.14,81.59,"1","male","unempl","full-time","single"
23,19,17,6.86,63.53,"5","male","unempl","full-time","single"
20,19,18,6.71,62.03,"2","male","unempl","full-time","single"
23,17,17,7.14,55.35,"3","male","unempl","full-time","single"
22,20,21,6.14,64.76,"1","male","unempl","full-time","single"
18,20,11,7.57,30.2,"1","female","empl","par-time","single"
26,28,17,5.57,43.27,"2","male","empl","par-time","divorced"
23,18,15,7.29,51.27,"2","male","unempl","full-time","single"
25,26,14,6.29,39.7,"3","female","empl","par-time","single"
22,20,22,6,65.69,"4","male","unempl","full-time","single"
27,21,13,7.14,50.31,"3","female","unempl","par-time","divorced"
24,24,8,7.43,24.66,"5","female","empl","par-time","married"
18,19,21,6.29,66.12,"2","male","unempl","full-time","single"
22,18,15,7.29,53.59,"1","male","unempl","full-time","single"
24,23,13,6.86,33.24,"1","female","empl","par-time","married"
21,16,22,6.57,82.49,"3","male","unempl","full-time","single"
28,17,16,7.29,56.96,"3","male","unempl","full-time","divorced"
21,19,6,8.43,27.16,"5","female","empl","par-time","single"
21,23,11,7.14,32.98,"4","female","empl","par-time","single"
19,20,14,7.14,47.29,"4","female","empl","par-time","single"
27,23,23,5.43,74.8,"5","male","unempl","full-time","divorced"
28,22,20,6,73.75,"4","male","unempl","full-time","divorced"
21,19,26,5.57,75.81,"2","male","unempl","full-time","single"
22,15,14,7.86,57.11,"4","female","unempl","full-time","single"
26,17,24,6.14,79.84,"1","male","unempl","full-time","divorced"
27,20,13,7.29,54.1,"2","female","unempl","par-time","divorced"
22,18,15,7.29,49.94,"2","male","empl","par-time","single"
26,22,10,7.43,35.27,"3","female","empl","par-time","divorced"
19,17,24,6.14,86.08,"3","male","unempl","full-time","single"
16,20,15,7,42.19,"5","male","empl","par-time","single"
24,23,15,6.57,38.99,"2","male","empl","par-time","single"
25,18,15,7.29,55.53,"4","male","unempl","full-time","single"
19,23,18,6.14,51.92,"3","male","unempl","full-time","single"
17,19,11,7.71,39.25,"4","female","empl","par-time","single"
29,23,18,6.14,52.25,"4","male","unempl","full-time","divorced"
29,15,16,7.57,65.36,"3","male","unempl","full-time","divorced"
24,26,22,5.14,52.53,"3","male","unempl","full-time","single"
22,20,9,7.86,34.04,"3","female","empl","par-time","single"
25,16,10,8.29,45.6,"4","female","empl","par-time","single"
25,22,14,6.86,46.69,"5","female","empl","par-time","single"
17,18,13,7.57,45.62,"2","female","empl","par-time","single"
27,23,15,6.57,41.79,"5","male","empl","par-time","divorced"
19,13,9,8.86,48.95,"4","female","empl","par-time","single"
20,22,2,8.57,7.64,"1","female","unempl","par-time","single"
23,17,13,7.71,51.38,"5","female","unempl","par-time","single"
19,16,15,7.57,57.21,"5","male","unempl","full-time","single"
29,13,13,8.29,56.61,"2","female","unempl","par-time","divorced"
19,21,12,7.29,41.26,"3","female","empl","par-time","single"
27,20,18,6.57,63.38,"1","male","unempl","full-time","divorced"
26,19,24,5.86,83.11,"5","male","unempl","full-time","divorced"
23,17,14,7.57,51.33,"1","female","unempl","full-time","single"
25,21,11,7.43,43.17,"4","female","empl","par-time","single"
29,23,11,7.14,31.22,"4","female","empl","par-time","married"
34,18,17,7,50.94,"3","male","unempl","full-time","divorced"
31,21,13,7.14,48.97,"3","female","empl","par-time","divorced"
21,23,18,6.14,49.89,"4","male","empl","par-time","single"
23,20,13,7.29,44.85,"1","female","empl","par-time","single"
20,20,9,7.86,31.55,"2","female","empl","par-time","single"
28,21,14,7,47.14,"4","female","empl","par-time","divorced"
19,19,17,6.86,53.56,"1","male","unempl","full-time","single"
21,19,13,7.43,48.13,"5","female","empl","par-time","single"
25,22,11,7.29,35.38,"2","female","empl","par-time","single"
25,16,16,7.43,58.5,"5","male","unempl","full-time","single"
26,19,15,7.14,52.31,"4","male","unempl","full-time","divorced"
26,23,15,6.57,45.18,"4","male","empl","par-time","divorced"
22,21,11,7.43,32.59,"5","female","empl","par-time","single"
31,29,15,5.71,37.94,"1","male","empl","par-time","divorced"
21,20,14,7.14,43.19,"5","female","empl","par-time","single"
25,20,9,7.86,25.3,"3","female","empl","par-time","married"
23,19,19,6.57,56.92,"5","male","unempl","full-time","single"
22,19,15,7.14,51.31,"5","male","unempl","full-time","single"
32,27,17,5.71,39.14,"5","male","empl","par-time","divorced"
19,27,14,6.14,32.3,"1","female","empl","par-time","single"
21,22,20,6,59.07,"3","male","unempl","full-time","single"
24,24,16,6.29,50.38,"3","male","unempl","full-time","single"
22,17,8,8.43,31.04,"4","female","empl","par-time","single"
25,21,13,7.14,38.71,"3","female","empl","par-time","single"
19,18,16,7.14,54.1,"5","male","unempl","full-time","single"
26,21,12,7.29,32.81,"1","female","empl","par-time","married"
26,20,22,6,66.6,"4","male","unempl","full-time","divorced"
21,26,13,6.43,26.78,"1","female","empl","par-time","single"
16,21,12,7.29,46.85,"3","female","empl","par-time","single"
19,23,10,7.29,24.81,"1","female","empl","par-time","single"
20,13,20,7.29,72.59,"4","male","unempl","full-time","single"
25,20,22,6,64.71,"1","male","unempl","full-time","single"
23,21,13,7.14,44.57,"4","female","empl","par-time","single"
22,14,14,8,64.18,"3","female","unempl","full-time","single"
26,28,19,5.29,48.09,"2","male","empl","par-time","divorced"
27,17,20,6.71,70.24,"3","male","unempl","full-time","divorced"
21,19,14,7.29,55.05,"3","female","unempl","full-time","single"
25,25,19,5.71,52.04,"2","male","unempl","full-time","single"
31,19,10,7.86,42.8,"5","female","empl","par-time","divorced"
17,20,7,8.14,26.45,"2","female","empl","par-time","single"
17,22,16,6.57,51.46,"3","male","unempl","full-time","single"
31,20,18,6.57,61.72,"4","male","unempl","full-time","divorced"
23,15,9,8.57,55.79,"2","female","unempl","par-time","single"
24,17,8,8.43,44.28,"5","female","empl","par-time","single"
26,19,23,6,79.93,"4","male","unempl","full-time","divorced"
27,23,22,5.57,61.71,"1","male","unempl","full-time","divorced"
19,21,16,6.71,47.94,"2","male","empl","par-time","single"
22,15,13,8,50.04,"2","female","unempl","par-time","single"
25,19,4,8.71,18.1,"2","female","unempl","par-time","married"
25,23,18,6.14,44.5,"3","male","empl","par-time","single"
17,20,18,6.57,59.09,"3","male","unempl","full-time","single"
20,19,8,8.14,32.62,"3","female","empl","par-time","single"
24,15,19,7.14,72.78,"3","male","unempl","full-time","single"
25,20,10,7.71,24.09,"1","female","empl","par-time","married"
22,21,11,7.43,35.9,"2","female","empl","par-time","single"
25,22,15,6.71,44.14,"1","male","empl","par-time","single"
28,21,10,7.57,41.01,"2","female","empl","par-time","divorced"
26,25,23,5.14,62.21,"4","male","unempl","full-time","divorced"
17,19,10,7.86,36.6,"1","female","empl","par-time","single"
18,26,20,5.43,51.85,"2","male","unempl","full-time","single"
23,15,19,7.14,75.33,"2","male","unempl","full-time","single"
23,20,16,6.86,55.86,"3","male","unempl","full-time","single"
25,16,18,7.14,68.81,"4","male","unempl","full-time","single"
18,17,23,6.29,78.87,"5","male","unempl","full-time","single"
21,25,28,4.43,70.27,"4","male","unempl","full-time","single"
30,21,25,5.43,76.62,"2","male","unempl","full-time","divorced"
21,21,13,7.14,37.22,"3","female","empl","par-time","single"
25,18,15,7.29,53.71,"3","male","unempl","full-time","single"
29,23,12,7,32.63,"5","female","empl","par-time","married"
27,23,21,5.71,64.75,"4","male","unempl","full-time","divorced"
22,20,10,7.71,39.19,"4","female","empl","par-time","single"
25,19,12,7.57,48.22,"4","female","empl","par-time","single"
28,22,17,6.43,56.85,"3","male","unempl","full-time","divorced"
27,20,17,6.71,54.89,"4","male","unempl","full-time","divorced"
25,23,19,6,62.22,"3","male","unempl","full-time","single"
26,20,19,6.43,47.87,"2","male","empl","par-time","divorced"
26,16,14,7.71,66.68,"4","female","unempl","full-time","divorced"
23,16,25,6.14,84.12,"3","male","unempl","full-time","single"
23,20,13,7.29,45.46,"3","female","empl","par-time","single"
19,18,18,6.86,58.12,"5","male","unempl","full-time","single"
23,17,15,7.43,59.09,"2","male","unempl","full-time","single"
25,18,13,7.57,51.45,"4","female","unempl","par-time","single"
25,17,27,5.71,89.06,"2","male","unempl","full-time","single"
25,18,10,8,41.89,"2","female","empl","par-time","single"
22,19,12,7.57,43.43,"4","female","empl","par-time","single"
21,24,16,6.29,45.85,"2","male","empl","par-time","single"
22,20,14,7.14,39.87,"4","female","empl","par-time","single"
18,20,17,6.71,50.98,"2","male","unempl","full-time","single"
25,16,10,8.29,31.74,"2","female","empl","par-time","married"
22,17,19,6.86,60.87,"5","male","unempl","full-time","single"
26,25,19,5.71,51.26,"4","male","unempl","full-time","divorced"
26,18,13,7.57,43.48,"5","female","empl","par-time","divorced"
22,23,7,7.71,19.85,"3","female","unempl","par-time","single"
25,20,10,7.71,29.88,"3","female","empl","par-time","married"
22,21,11,7.43,38.08,"1","female","empl","par-time","single"
28,14,18,7.43,65.93,"5","male","unempl","full-time","divorced"
19,14,15,7.86,67.66,"5","male","unempl","full-time","single"
31,17,14,7.57,54.46,"4","female","unempl","full-time","divorced"
24,24,19,5.86,58.8,"3","male","unempl","full-time","single"
21,19,19,6.57,59.66,"2","male","unempl","full-time","single"
29,14,13,8.14,55.94,"3","female","unempl","par-time","divorced"
18,21,17,6.57,49.52,"1","male","empl","par-time","single"
21,19,25,5.71,75.79,"2","male","unempl","full-time","single"
29,21,8,7.86,31.96,"4","female","empl","par-time","married"
23,16,8,8.57,37.35,"5","female","empl","par-time","single"
23,22,25,5.29,76.15,"4","male","unempl","full-time","single"
21,20,15,7,54.49,"1","male","unempl","full-time","single"
22,21,17,6.57,45.62,"3","male","empl","par-time","single"
24,21,19,6.29,62.19,"1","male","unempl","full-time","single"
18,21,20,6.14,58.44,"5","male","unempl","full-time","single"
23,25,10,7,18.25,"3","female","unempl","par-time","married"
25,15,14,7.86,53.42,"3","female","unempl","full-time","single"
20,13,17,7.71,67.56,"1","male","unempl","full-time","single"
23,18,17,7,69.03,"5","male","unempl","full-time","single"
22,13,8,9,36.52,"1","female","empl","par-time","single"
17,19,11,7.71,43.27,"1","female","empl","par-time","single"
20,25,16,6.14,37.37,"1","male","empl","par-time","single"
24,19,18,6.71,59.56,"3","male","unempl","full-time","single"
20,18,14,7.43,47.6,"2","female","empl","par-time","single"
26,22,18,6.29,51.53,"2","male","unempl","full-time","divorced"
29,22,21,5.86,62.15,"3","male","unempl","full-time","divorced"
26,18,18,6.86,70.38,"1","male","unempl","full-time","divorced"
19,17,7,8.57,29.16,"5","female","empl","par-time","single"
18,14,9,8.71,33.8,"1","female","empl","par-time","single"
24,22,4,8.29,18.37,"4","female","unempl","par-time","married"
25,20,15,7,43.76,"4","male","empl","par-time","single"
26,22,14,6.86,47.92,"2","female","empl","par-time","divorced"
22,22,17,6.43,53.59,"5","male","unempl","full-time","single"
24,20,9,7.86,33,"5","female","empl","par-time","married"
17,15,12,8.14,49.46,"1","female","empl","par-time","single"
18,24,23,5.29,58.66,"4","male","unempl","full-time","single"
25,17,12,7.86,36.86,"2","female","empl","par-time","single"
21,20,18,6.57,62.11,"1","male","unempl","full-time","single"
19,17,22,6.43,80.12,"4","male","unempl","full-time","single"
24,24,19,5.86,51.87,"1","male","unempl","full-time","single"
25,21,14,7,46.47,"5","female","empl","par-time","single"
17,26,18,5.71,39.59,"3","male","empl","par-time","single"
28,20,21,6.14,61.26,"2","male","unempl","full-time","divorced"
25,23,30,4.43,87.76,"5","male","unempl","full-time","single"
23,24,20,5.71,52.34,"4","male","unempl","full-time","single"
23,23,17,6.29,48.47,"2","male","empl","par-time","single"
22,20,19,6.43,62.58,"1","male","unempl","full-time","single"
26,20,19,6.43,71.04,"3","male","unempl","full-time","divorced"
31,17,15,7.43,61.6,"3","male","unempl","full-time","divorced"
20,14,15,7.86,55.12,"2","male","unempl","full-time","single"
28,23,10,7.29,26.36,"5","female","empl","par-time","married"
22,26,15,6.14,38.37,"3","male","empl","par-time","single"
26,16,17,7.29,56.84,"1","male","unempl","full-time","divorced"
33,22,17,6.43,49.49,"4","male","empl","par-time","divorced"
24,25,17,6,48.18,"3","male","empl","par-time","single"
26,23,14,6.71,47.84,"1","female","empl","par-time","divorced"
25,21,12,7.29,32.16,"1","female","empl","par-time","married"
23,18,13,7.57,49.9,"1","female","empl","par-time","single"
27,13,9,8.86,40.71,"5","female","empl","par-time","divorced"
25,17,18,7,64.56,"5","male","unempl","full-time","single"
22,23,13,6.86,40.01,"1","female","empl","par-time","single"
17,23,18,6.14,51.52,"5","male","unempl","full-time","single"
18,23,19,6,52.97,"1","male","unempl","full-time","single"
33,14,14,8,59.19,"4","female","unempl","full-time","divorced"
27,22,17,6.43,57.2,"4","male","unempl","full-time","divorced"
22,18,13,7.57,46.5,"4","female","empl","par-time","single"
26,22,21,5.86,72.48,"4","male","unempl","full-time","divorced"
18,12,10,8.86,46.96,"4","female","empl","par-time","single"
22,20,25,5.57,72.82,"1","male","unempl","full-time","single"
23,19,17,6.86,66.09,"1","male","unempl","full-time","single"
22,22,13,7,39,"2","female","empl","par-time","single"
19,18,22,6.29,67.99,"2","male","unempl","full-time","single"
27,18,8,8.29,34.56,"5","female","empl","par-time","married"
20,17,12,7.86,48.47,"5","female","empl","par-time","single"
22,19,22,6.14,71.4,"3","male","unempl","full-time","single"
20,23,15,6.57,39.5,"3","male","empl","par-time","single"
27,17,15,7.43,53.48,"2","male","unempl","full-time","divorced"
20,15,12,8.14,60.72,"5","female","unempl","par-time","single"
20,21,14,7,45.86,"4","female","empl","par-time","single"
26,18,16,7.14,51.4,"3","male","unempl","full-time","divorced"
24,19,9,8,32.71,"3","female","empl","par-time","married"
19,15,15,7.71,45.63,"2","male","empl","par-time","single"
17,23,18,6.14,51.1,"2","male","unempl","full-time","single"
21,20,11,7.57,41.87,"3","female","empl","par-time","single"
20,21,15,6.86,47.93,"3","male","empl","par-time","single"
25,17,13,7.71,51.14,"1","female","unempl","par-time","single"
19,21,8,7.86,23.18,"2","female","empl","par-time","single"
24,18,12,7.71,36,"2","female","empl","par-time","single"
24,16,17,7.29,60.66,"1","male","unempl","full-time","single"
21,24,11,7,41.58,"3","female","empl","par-time","single"
20,19,19,6.57,66.89,"3","male","unempl","full-time","single"
30,27,23,4.86,62.7,"4","male","unempl","full-time","divorced"
26,23,19,6,56.38,"4","male","unempl","full-time","divorced"
22,20,10,7.71,36.12,"5","female","empl","par-time","single"
18,16,9,8.43,36.91,"2","female","empl","par-time","single"
25,18,16,7.14,61.9,"4","male","unempl","full-time","single"
27,22,17,6.43,47.73,"4","male","empl","par-time","divorced"
21,23,19,6,46.77,"4","male","empl","par-time","single"
27,24,5,7.86,14.26,"4","female","unempl","par-time","married"
18,26,14,6.29,35.18,"3","female","empl","par-time","single"
19,21,16,6.71,52.46,"3","male","unempl","full-time","single"
19,21,7,8,19.17,"2","female","unempl","par-time","single"
20,17,9,8.29,22.87,"4","female","empl","par-time","single"
27,19,17,6.86,60.54,"1","male","unempl","full-time","divorced"
18,17,13,7.71,45.56,"5","female","empl","par-time","single"
19,21,10,7.57,29.98,"3","female","empl","par-time","single"
25,19,17,6.86,62.57,"4","male","unempl","full-time","single"
23,23,17,6.29,49.43,"1","male","empl","par-time","single"
26,21,8,7.86,28.9,"4","female","empl","par-time","married"
25,19,21,6.29,77.36,"5","male","unempl","full-time","single"
23,22,18,6.29,64.47,"4","male","unempl","full-time","single"
21,26,15,6.14,42.64,"1","male","empl","par-time","single"
18,14,15,7.86,66.8,"2","male","unempl","full-time","single"
24,17,14,7.57,61.57,"5","female","unempl","full-time","single"
22,21,19,6.29,61.86,"3","male","unempl","full-time","single"
31,15,25,6.29,87.86,"3","male","unempl","full-time","single"
27,20,11,7.57,36.9,"3","female","empl","par-time","divorced"
24,22,22,5.71,69.55,"2","male","unempl","full-time","single"
22,23,14,6.71,41.99,"5","female","empl","par-time","single"
23,26,19,5.57,50.91,"5","male","unempl","full-time","single"
23,24,28,4.57,70.62,"2","male","unempl","full-time","single"
26,21,17,6.57,53.86,"3","male","unempl","full-time","divorced"
20,20,19,6.43,63.33,"2","male","unempl","full-time","single"
20,24,18,6,51.24,"4","male","unempl","full-time","single"
18,18,4,8.86,30.25,"1","female","empl","par-time","single"
32,15,15,7.71,62.8,"3","male","unempl","full-time","divorced"
17,24,20,5.71,51.47,"5","male","unempl","full-time","single"
23,16,17,7.29,67.47,"4","male","unempl","full-time","single"
24,17,13,7.71,45.69,"1","female","empl","par-time","single"
19,17,8,8.43,33.29,"3","female","empl","par-time","single"
26,21,5,8.29,21.3,"1","female","empl","par-time","married"
28,22,8,7.71,19.83,"4","female","unempl","par-time","married"
19,22,28,4.86,82.22,"5","male","unempl","full-time","single"
23,17,20,6.71,77.48,"1","male","unempl","full-time","single"
28,21,14,7,50.4,"5","female","unempl","full-time","divorced"
19,18,18,6.86,63.92,"3","male","unempl","full-time","single"
27,22,8,7.71,22.59,"1","female","empl","par-time","married"
25,15,13,8,50.3,"1","female","unempl","par-time","single"
23,20,15,7,56.88,"5","male","unempl","full-time","single"
22,16,14,7.71,52.7,"3","female","unempl","full-time","single"
17,24,10,7.14,24.56,"4","female","empl","par-time","single"
30,19,20,6.43,69.01,"5","male","unempl","full-time","divorced"
19,14,11,8.43,34.55,"2","female","empl","par-time","single"
28,18,14,7.43,52.18,"4","female","unempl","full-time","divorced"
25,17,11,8,42.09,"3","female","empl","par-time","single"
20,26,20,5.43,57.74,"3","male","unempl","full-time","single"
23,21,12,7.29,42.68,"5","female","empl","par-time","single"
23,14,11,8.43,47.07,"1","female","empl","par-time","single"
21,24,18,6,48.65,"1","male","empl","par-time","single"
20,21,17,6.57,52.17,"2","male","unempl","full-time","single"
26,21,10,7.57,37.65,"3","female","empl","par-time","divorced"
28,16,8,8.57,34.79,"4","female","empl","par-time","married"
24,21,12,7.29,39.04,"5","female","empl","par-time","single"
24,15,11,8.29,48.85,"4","female","empl","par-time","single"
22,20,17,6.71,60.92,"3","male","unempl","full-time","single"
26,19,10,7.86,36.6,"3","female","empl","par-time","divorced"
23,19,16,7,58.5,"3","male","unempl","full-time","single"
29,24,17,6.14,41.61,"2","male","empl","par-time","divorced"
31,21,13,7.14,48.31,"3","female","empl","par-time","divorced"
25,20,12,7.43,47.87,"2","female","empl","par-time","single"
30,20,24,5.71,81.21,"4","male","unempl","full-time","divorced"
25,21,19,6.29,58.15,"5","male","unempl","full-time","single"
22,22,14,6.86,37.76,"2","female","empl","par-time","single"
28,21,8,7.86,25.81,"3","female","empl","par-time","married"
25,24,18,6,59.4,"5","male","unempl","full-time","single"
27,20,20,6.29,74.28,"2","male","unempl","full-time","divorced"
18,22,12,7.14,36.92,"5","female","empl","par-time","single"
18,16,20,6.86,75.76,"5","male","unempl","full-time","single"
27,22,9,7.57,30.82,"4","female","empl","par-time","married"
24,20,10,7.71,36.26,"4","female","empl","par-time","single"
21,18,10,8,38.88,"3","female","empl","par-time","single"
20,18,11,7.86,36.57,"2","female","empl","par-time","single"
18,21,20,6.14,60.83,"4","male","unempl","full-time","single"
22,21,8,7.86,31.71,"2","female","empl","par-time","single"
20,22,3,8.43,13.92,"2","female","unempl","par-time","single"
22,20,10,7.71,22.52,"1","female","empl","par-time","single"
17,25,17,6,60,"5","male","unempl","full-time","single"
28,25,16,6.14,49.84,"1","male","empl","par-time","divorced"
20,20,19,6.43,56.78,"1","male","unempl","full-time","single"
18,22,17,6.43,54.16,"2","male","unempl","full-time","single"
19,20,15,7,49.26,"3","male","empl","par-time","single"
26,16,12,8,58.8,"1","female","unempl","par-time","divorced"
29,23,8,7.57,17.4,"4","female","unempl","par-time","married"
20,19,16,7,53.95,"1","male","unempl","full-time","single"
20,19,14,7.29,39,"3","female","empl","par-time","single"
26,18,25,5.86,83.82,"4","male","unempl","full-time","divorced"
19,19,21,6.29,74.56,"4","male","unempl","full-time","single"
22,27,16,5.86,45.2,"5","male","empl","par-time","single"
26,14,14,8,62.25,"5","female","unempl","full-time","divorced"
23,16,16,7.43,58.11,"2","male","unempl","full-time","single"
22,20,15,7,53.67,"4","male","unempl","full-time","single"
24,15,18,7.29,67.52,"5","male","unempl","full-time","single"
28,19,11,7.71,53.58,"5","female","unempl","par-time","divorced"
17,24,11,7,36.32,"2","female","empl","par-time","single"
27,16,9,8.43,42.95,"3","female","empl","par-time","divorced"
22,20,26,5.43,73.7,"1","male","unempl","full-time","single"
18,22,7,7.86,26.39,"1","female","empl","par-time","single"
20,17,1,9.43,16.55,"1","female","unempl","par-time","single"
27,22,15,6.71,47.56,"3","male","empl","par-time","divorced"
19,19,16,7,58.7,"3","male","unempl","full-time","single"
22,21,10,7.57,30.8,"5","female","empl","par-time","single"
35,21,19,6.29,57.77,"1","male","unempl","full-time","divorced"
17,18,22,6.29,64.04,"5","male","unempl","full-time","single"
19,19,10,7.86,33.91,"1","female","empl","par-time","single"
22,18,15,7.29,54.35,"2","male","unempl","full-time","single"
20,19,21,6.29,56.61,"1","male","unempl","full-time","single"
22,18,10,8,38.66,"1","female","empl","par-time","single"
18,17,20,6.71,69.5,"5","male","unempl","full-time","single"
26,21,18,6.43,57.9,"5","male","unempl","full-time","divorced"
20,22,15,6.71,50.76,"4","male","unempl","full-time","single"
31,25,13,6.57,34.61,"4","female","empl","par-time","married"
27,21,8,7.86,28.6,"2","female","empl","par-time","married"
29,16,24,6.29,87.83,"2","male","unempl","full-time","single"
25,21,10,7.57,33.78,"4","female","empl","par-time","married"
23,21,21,6,67.99,"5","male","unempl","full-time","single"
21,19,18,6.71,58.53,"3","male","unempl","full-time","single"
21,24,11,7,35.64,"2","female","empl","par-time","single"
27,18,15,7.29,58.41,"2","male","unempl","full-time","divorced"
20,19,15,7.14,51.32,"2","male","unempl","full-time","single"
25,17,12,7.86,40.1,"4","female","empl","par-time","single"
23,20,11,7.57,34.19,"2","female","empl","par-time","married"
19,13,19,7.43,75.26,"3","male","unempl","full-time","single"
23,21,21,6,67.47,"5","male","unempl","full-time","single"
26,17,17,7.14,67.51,"2","male","unempl","full-time","divorced"
17,21,16,6.71,51.11,"5","male","unempl","full-time","single"
21,20,14,7.14,40.85,"3","female","empl","par-time","single"
16,20,19,6.43,55.22,"5","male","unempl","full-time","single"
28,18,16,7.14,53.89,"5","male","unempl","full-time","divorced"
20,23,23,5.43,64.55,"1","male","unempl","full-time","single"
18,20,24,5.71,70.05,"5","male","unempl","full-time","single"
22,19,17,6.86,53.13,"2","male","unempl","full-time","single"
26,19,23,6,72.46,"5","male","unempl","full-time","divorced"
16,21,18,6.43,51.27,"2","male","unempl","full-time","single"
27,22,14,6.86,48.38,"2","female","empl","par-time","divorced"
16,22,22,5.71,70.29,"3","male","unempl","full-time","single"
22,18,17,7,47.38,"4","male","empl","par-time","single"
24,16,20,6.86,67.07,"1","male","unempl","full-time","single"
21,22,9,7.57,24.28,"3","female","empl","par-time","single"
22,21,9,7.71,26.75,"2","female","empl","par-time","single"
22,21,20,6.14,69.71,"2","male","unempl","full-time","single"
22,21,17,6.57,49.27,"3","male","empl","par-time","single"
20,15,12,8.14,58.22,"2","female","unempl","par-time","single"
21,23,11,7.14,37.03,"2","female","empl","par-time","single"
17,26,8,7.14,16.44,"1","female","unempl","par-time","single"
25,20,14,7.14,54.05,"5","female","unempl","full-time","single"
22,18,11,7.86,41.69,"2","female","empl","par-time","single"
27,18,14,7.43,54.25,"5","female","unempl","full-time","divorced"
27,22,7,7.86,26.81,"5","female","empl","par-time","married"
24,21,21,6,70.57,"3","male","unempl","full-time","single"
26,27,12,6.43,28.94,"2","female","empl","par-time","married"
22,20,8,8,19.34,"3","female","unempl","par-time","single"
19,19,10,7.86,41,"5","female","empl","par-time","single"
20,22,19,6.14,55.74,"5","male","unempl","full-time","single"
32,16,22,6.57,72.53,"4","male","unempl","full-time","divorced"
18,19,12,7.57,36.39,"3","female","empl","par-time","single"
26,17,12,7.86,42.94,"4","female","empl","par-time","divorced"
25,18,18,6.86,62.92,"1","male","unempl","full-time","single"
18,24,10,7.14,26.11,"2","female","empl","par-time","single"
29,22,14,6.86,41.47,"5","female","empl","par-time","divorced"
21,18,6,8.57,30.5,"1","female","empl","par-time","single"
17,15,19,7.14,76.28,"4","male","unempl","full-time","single"
26,21,15,6.86,52.87,"2","male","unempl","full-time","divorced"
17,22,14,6.86,38.32,"2","female","empl","par-time","single"
22,19,16,7,53.53,"3","male","unempl","full-time","single"
21,17,21,6.57,60.91,"3","male","unempl","full-time","single"
21,19,8,8.14,23.83,"2","female","empl","par-time","single"
23,23,20,5.86,67.14,"1","male","unempl","full-time","single"
21,20,14,7.14,45.12,"3","female","empl","par-time","single"
20,21,9,7.71,22.57,"5","female","empl","par-time","single"
20,20,11,7.57,39.65,"1","female","empl","par-time","single"
17,16,20,6.86,69.39,"1","male","unempl","full-time","single"
18,25,10,7,25.63,"2","female","empl","par-time","single"
22,26,13,6.43,39.49,"2","female","empl","par-time","single"
28,16,30,5.43,98.77,"3","male","unempl","full-time","single"
17,22,7,7.86,27.14,"4","female","empl","par-time","single"
22,16,9,8.43,36.95,"4","female","empl","par-time","single"
24,21,14,7,51.14,"3","female","unempl","full-time","single"
26,23,12,7,29.41,"2","female","empl","par-time","married"
21,24,13,6.71,36.13,"2","female","empl","par-time","single"
26,17,9,8.29,32.72,"3","female","empl","par-time","married"
22,19,18,6.71,63.03,"2","male","unempl","full-time","single"
19,19,11,7.71,32.27,"2","female","empl","par-time","single"
20,16,25,6.14,81.67,"1","male","unempl","full-time","single"
21,18,21,6.43,79.47,"4","male","unempl","full-time","single"
19,21,22,5.86,68.72,"4","male","unempl","full-time","single"
22,23,18,6.14,58.64,"4","male","unempl","full-time","single"
27,19,15,7.14,49.95,"2","male","empl","par-time","divorced"
23,15,12,8.14,41.01,"2","female","empl","par-time","single"
22,15,13,8,58.67,"1","female","unempl","par-time","single"
30,15,20,7,74.78,"1","male","unempl","full-time","divorced"
23,18,12,7.71,39.09,"2","female","empl","par-time","single"
25,24,17,6.14,41.91,"1","male","empl","par-time","single"
22,21,16,6.71,51.93,"5","male","unempl","full-time","single"
